GeoName,CAGR_01-10_gdp,CAGR_10-1_gdp,CAGR_01-10_y,CAGR_10-18_y
"Abilene, TX (Metropolitan Statistical Area)",0.024366691902639293,0.011587272967849671,0.005149529274532272,0.004987386071785727
"Akron, OH (Metropolitan Statistical Area)",0.009013586682806052,0.012355673851147664,0.0008794938547451725,0.0003673879395396096
"Albany, GA (Metropolitan Statistical Area)",-0.003964524930142654,0.0035122198831305518,0.00034434500090885223,-0.003973555186797539
"Albany-Lebanon, OR (Metropolitan Statistical Area)",-0.007466812234085074,0.01829329172104588,0.015266740635973441,0.012305634964111745
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",0.012500224955634298,0.007870145057077949,0.005900227237898514,0.0019709045676887804
"Alexandria, LA (Metropolitan Statistical Area)",0.013760810390938794,0.0021727047544011224,0.0075424121762850405,-0.0009744342002172557
"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",-0.02919047344153547,0.00870641328550481,0.011729598401567953,0.003610499796464328
"Altoona, PA (Metropolitan Statistical Area)",0.015827639231737356,0.010328741585116541,-0.0013962226357006058,-0.005197857017945506
"Amarillo, TX (Metropolitan Statistical Area)",0.010398173297739843,0.009196507725262704,0.011630585446587682,0.007338948699318282
"Ames, IA (Metropolitan Statistical Area)",0.012467238724645835,0.016690894644222798,0.01064877641126416,0.010186209136772373
"Anchorage, AK (Metropolitan Statistical Area)",0.009653810977596766,-0.004422019470450844,0.020329722460195487,0.005900166343272062
"Ann Arbor, MI (Metropolitan Statistical Area)",-0.010383097985284806,0.014565250881314329,0.006289107063174093,0.010144319727619866
"Anniston-Oxford, AL (Metropolitan Statistical Area)",0.027464024638350404,-0.014792219925567784,0.007880276969570055,-0.005142947128918274
"Appleton, WI (Metropolitan Statistical Area)",-0.0015416880782141984,0.010517707114472419,0.011817413590685,0.0071657649628384945
"Asheville, NC (Metropolitan Statistical Area)",0.0006727598481166552,0.01571490246450158,0.015901879523859463,0.011124242365932568
"Athens-Clarke County, GA (Metropolitan Statistical Area)",0.0014065043923292553,0.010571333545730033,0.017043943402330397,0.012703698046860445
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",-0.012970019013673673,0.019225936705263846,0.02352934182786859,0.016588412490733395
"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",-0.009959939940280993,-0.0014103766486422975,0.008957927489527062,-0.004866197769688219
"Auburn-Opelika, AL (Metropolitan Statistical Area)",0.014812907628660943,0.034415959105716265,0.023619285525640743,0.02196979422546863
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",0.0039461367775133205,0.0054170105844513206,0.012567873203207958,0.00924067543245144
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",0.017194482257433252,0.021514977277547365,0.034075622620832524,0.03299837871205891
"Bakersfield, CA (Metropolitan Statistical Area)",0.03560769131774322,0.004317652058649202,0.0275778490964802,0.009201426585150552
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",0.019095994899637647,0.014055311351638844,0.006650377572159583,0.004518129235360657
"Bangor, ME (Metropolitan Statistical Area)",-0.0026784034519321542,0.008289304132102382,0.006481330424127574,-0.002586321355492749
"Barnstable Town, MA (Metropolitan Statistical Area)",0.01572993395775346,0.013043194099973343,-0.004645607469983992,-0.0016491613653335513
"Baton Rouge, LA (Metropolitan Statistical Area)",0.007863937597764048,0.013983134614734105,0.015133438053292148,0.004425049190307284
"Battle Creek, MI (Metropolitan Statistical Area)",0.0008376838068617776,0.00567983854591958,-0.0020099867036464936,-0.0015465659988438407
"Bay City, MI (Metropolitan Statistical Area)",0.0011137867774699828,0.0056725698428414795,-0.0024738339620954397,-0.00506184721496894
"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.013424786526462729,0.013982229600623786,0.002123831581889668,0.002376185734614289
"Beckley, WV (Metropolitan Statistical Area)",0.020157350952066055,-0.011025267542199457,-0.0003685386684849634,-0.009017613947524872
"Bellingham, WA (Metropolitan Statistical Area)",0.018833011698653257,0.017413842528939627,0.02062911158816716,0.016290933014436293
"Bend, OR (Metropolitan Statistical Area)",-0.015871285083221,0.0377534938855999,0.034209848383971675,0.028470232889394875
"Billings, MT (Metropolitan Statistical Area)",0.0063663764347290375,0.012523371650099868,0.014914149018583345,0.010579631379502796
"Binghamton, NY (Metropolitan Statistical Area)",0.03389092092910717,0.011139415429207045,-0.0005409510343642454,-0.006528346252557826
"Birmingham-Hoover, AL (Metropolitan Statistical Area)",9.889596176626547e-05,0.014456036361154334,0.008943951923774174,0.003511358516739005
"Bismarck, ND (Metropolitan Statistical Area)",0.015539930570381388,0.019841552499914927,0.016791146779849164,0.020784105861470836
"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",0.006582043492045386,0.01788791310357385,0.007763509778493827,0.004406507160112039
"Bloomington, IL (Metropolitan Statistical Area)",0.011981103189495634,0.011682476804047326,0.01335334789120779,0.002519843098797825
"Bloomington, IN (Metropolitan Statistical Area)",0.003204929463887618,0.013515744031568522,0.01366834424738017,0.006673644897078335
"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",0.024413294825772702,0.005244566136063833,0.004572484110146435,-0.0033113814439387212
"Boise City, ID (Metropolitan Statistical Area)",0.0028088558429242294,0.013770467300094458,0.03044260084749828,0.0241954239399631
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",0.018304229154602503,0.01847904415249091,0.0037388654844343616,0.009395898669825264
"Boulder, CO (Metropolitan Statistical Area) *",0.018211657790524916,0.016690862241097948,-0.0018287492836757124,0.014031960506436736
"Bowling Green, KY (Metropolitan Statistical Area)",0.008062523365325758,0.0019711209796702267,0.01914991015801304,0.015487062414407005
"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",0.013883462491179666,0.010314664683611419,0.00886803036710826,0.009986237240742435
"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",0.004598128061723106,-0.012392020476084786,0.004193398382061675,0.0037632783740269016
"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",0.004578514737394013,0.00813890951254681,0.0220562957621524,0.005601009493467535
"Brunswick, GA (Metropolitan Statistical Area)",-0.00427118613341726,-0.0038216625742701904,0.021307751526446816,0.007376523470852936
"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",0.024983130938012188,0.009278426734104617,-0.003194645930389206,-0.0006895309492281898
"Burlington, NC (Metropolitan Statistical Area)",-0.0035246900602059483,-0.006190583426153307,0.016032443902836313,0.013580147255309427
"Burlington-South Burlington, VT (Metropolitan Statistical Area)",0.0265809593178441,0.003802359914643949,0.006179819908313178,0.006327427634297944
"California-Lexington Park, MD (Metropolitan Statistical Area)",0.026737098327790365,0.0072298425027768065,0.024042842287341104,0.00907214054797345
"Canton-Massillon, OH (Metropolitan Statistical Area)",-0.0014538786688914618,0.0380172677962749,-0.0006303025213181268,-0.0019756332341437366
"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",-0.0060627360827896215,0.003632934350191297,0.03781925972843081,0.028358896627757924
"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",0.01162421641822986,0.004635991380875781,0.0069835756077720745,0.0007875989993000321
"Carbondale-Marion, IL (Metropolitan Statistical Area)",0.021746357897404645,0.010678047456813333,0.00490792323155631,-0.0025660050291438363
"Carson City, NV (Metropolitan Statistical Area)",0.011569984847272563,-0.005415905776888774,0.0034961542101135112,0.0011082796933483685
"Casper, WY (Metropolitan Statistical Area)",0.02988096322083056,0.013702483290263245,0.01503157570747371,0.006762838879000421
"Cedar Rapids, IA (Metropolitan Statistical Area)",0.03872047928470357,0.008917121775314563,0.009215919422808305,0.007492707207315874
"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",0.012983921043393076,0.009024282076815604,0.01738674785567973,0.004623737635220282
"Champaign-Urbana, IL (Metropolitan Statistical Area)",0.010056619531098487,0.001578261175803286,0.012046304763102311,0.005237868652543609
"Charleston, WV (Metropolitan Statistical Area)",0.0007885897548598475,-0.006305988866421086,-0.002575658475008291,-0.009227800083158377
"Charleston-North Charleston, SC (Metropolitan Statistical Area)",0.011697405677401074,0.01652143207453327,0.022890815485897997,0.023938526239556834
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",-0.003007199955846862,0.01581813099857543,0.028646262678698298,0.020531583863456992
"Charlottesville, VA (Metropolitan Statistical Area) *",0.019414264961967076,0.013024778845443619,0.016040738573462665,0.01118424758448211
"Chattanooga, TN-GA (Metropolitan Statistical Area)",0.003374857379817353,0.018529543929345582,0.01178826100345387,0.008330557390721527
"Cheyenne, WY (Metropolitan Statistical Area)",0.017755212594257053,0.005772479280289344,0.013957387804957921,0.010127760448666256
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",0.001821665513086268,0.01759686308395092,0.004049470063018701,0.00041934556792022626
"Chico, CA (Metropolitan Statistical Area)",0.01633016312358615,0.014672625543646678,0.008103266638938678,0.007189695054081069
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",0.0028938100827249347,0.014791911755031695,0.006380016698170454,0.00475053096455702
"Clarksville, TN-KY (Metropolitan Statistical Area)",0.02486677137180382,-0.009877712491612067,0.019525603880998554,0.01531533650195227
"Cleveland, TN (Metropolitan Statistical Area)",0.008477288709416886,0.01801100770525932,0.012068549747173307,0.009259234139117778
"Cleveland-Elyria, OH (Metropolitan Statistical Area)",0.005851868507843916,0.016770731174879927,-0.003923233090255995,-0.001276320250084173
"Coeur d'Alene, ID (Metropolitan Statistical Area)",0.007200235242021735,0.006187221393226805,0.027754090675081056,0.02182438319072766
"College Station-Bryan, TX (Metropolitan Statistical Area)",0.02737461873806879,0.011215881068715294,0.025005281604024265,0.01936948287848783
"Colorado Springs, CO (Metropolitan Statistical Area)",0.0026294302211344878,0.006225095033975059,0.019548425816592108,0.01840581235690575
"Columbia, MO (Metropolitan Statistical Area)",0.0016417432692672485,0.0049962605102127355,0.018381398510314728,0.012122443532326166
"Columbia, SC (Metropolitan Statistical Area)",-0.0003366624936029794,0.011801775692589223,0.019566305601508294,0.011306387061839951
"Columbus, GA-AL (Metropolitan Statistical Area)",0.014313497734587566,-0.00038201668123338806,0.005709329236908589,0.0038627155536412605
"Columbus, IN (Metropolitan Statistical Area)",0.042101379312522225,0.018143275424941985,0.007940395546571999,0.010684568716898601
"Columbus, OH (Metropolitan Statistical Area)",-0.0037886288607337226,0.014758091096263248,0.013919514321309334,0.014366662106398254
"Corpus Christi, TX (Metropolitan Statistical Area)",0.010391244324711613,-0.0019052615398492678,0.007778017944372273,0.008424369240983554
"Corvallis, OR (Metropolitan Statistical Area)",0.03562938831637075,0.020019224436391037,0.010858218437545641,0.010555939543127169
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",0.013576675435748253,0.00508198027775153,0.011704150356086407,0.02405867666757988
"Cumberland, MD-WV (Metropolitan Statistical Area)",0.015712455768310374,0.004628447959098114,0.0018932400394078286,-0.0074061539697006795
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",0.0066030698953085665,0.01902147256416442,0.02304975063716186,0.022510832803150915
"Dalton, GA (Metropolitan Statistical Area)",-0.014229092157333811,0.02214812615676398,0.01731726617556495,0.001707235846080346
"Danville, IL (Metropolitan Statistical Area)",0.015896440062671324,0.016935349895718987,-0.003031211452320215,-0.00867987148653282
"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",-0.0031444323294517185,0.00018701405660270787,0.02971045707265274,0.025242391466563152
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",0.014204805914721952,0.009760926313754581,0.0017222773990928086,0.000637540389612612
"Dayton-Kettering, OH (Metropolitan Statistical Area)",-0.000973140385907123,0.01368080895390067,-0.0007501214529865852,0.0012252890225428192
"Decatur, AL (Metropolitan Statistical Area)",0.008022075985936405,0.005560594041366551,0.006173297840269543,-0.0017743919609949366
"Decatur, IL (Metropolitan Statistical Area)",0.027936483177389615,0.0028170244683918266,-0.003137113616149101,-0.00802032632289551
"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",0.006162839454410429,0.005419673665491009,0.019736667305847222,0.015930455062461713
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",-0.008998241408046281,0.021309613015769724,0.01778533023049267,0.019887473853216875
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",0.007608425690546872,0.016032264789424433,0.01819531407035524,0.01855179177077293
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",-0.008981748695076064,0.026405217372681866,-0.004851518948898015,0.0011560251874151994
"Dothan, AL (Metropolitan Statistical Area)",-0.0038227784075418603,0.005590261530906027,0.013131822194963005,0.002309877437010055
"Dover, DE (Metropolitan Statistical Area)",-0.013004493244110793,-0.015320220592434985,0.029411186685037505,0.01314197583518184
"Dubuque, IA (Metropolitan Statistical Area)",0.024171233213684085,0.01323354672301491,0.006854114164037917,0.004393452345397897
"Duluth, MN-WI (Metropolitan Statistical Area)",0.020893930762218904,0.010865120294258901,0.0010603899873324885,-0.0005353243467642876
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",0.04020315079644976,-0.003330007561331727,0.01945515202917547,0.016623046439581568
"East Stroudsburg, PA (Metropolitan Statistical Area)",0.013373891715353858,-0.009881926623792947,0.021046531841498295,-0.0002828538492470889
"Eau Claire, WI (Metropolitan Statistical Area)",0.026737502970126226,0.020488517412825535,0.009687321709059393,0.0060870176022500555
"El Centro, CA (Metropolitan Statistical Area)",0.016467991872166188,0.014055225435257057,0.02473411363373801,0.005703885592469593
"El Paso, TX (Metropolitan Statistical Area)",0.010934863523923699,0.01213712155170632,0.01931855947507799,0.006666382394214354
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",0.02654997036759399,-0.009659668184463732,0.012513285655169515,0.0033327827257960685
"Elkhart-Goshen, IN (Metropolitan Statistical Area)",0.009566463768121203,0.035293285808976727,0.008369681577379717,0.0057712990447995605
"Elmira, NY (Metropolitan Statistical Area)",0.026136795383808753,0.008056004381919779,-0.0026152432709534157,-0.007635500217636593
"Enid, OK (Metropolitan Statistical Area)",0.04375079991809905,0.018804045585792517,0.007352213093689164,0.00041580265686436135
"Erie, PA (Metropolitan Statistical Area)",0.00887127873664495,0.007898934879383424,6.679428985134628e-05,-0.004504919767386317
"Eugene-Springfield, OR (Metropolitan Statistical Area)",0.006295117855082744,0.014415657802638204,0.010054393236525128,0.01087797421258374
"Evansville, IN-KY (Metropolitan Statistical Area)",0.005153641702738687,-0.0009432970211666891,0.006086614517453404,0.0013097792289944454
"Fairbanks, AK (Metropolitan Statistical Area) *",-0.012311753794824298,-0.013466703469680374,0.01856477226230946,0.0010305093515452501
"Fargo, ND-MN (Metropolitan Statistical Area)",0.015074522483323527,0.00943336138702855,0.021241058227230658,0.022929467722195174
"Farmington, NM (Metropolitan Statistical Area)",-0.01509834996060555,-0.011084244539435906,0.014820956496839788,-0.0057589834671345486
"Fayetteville, NC (Metropolitan Statistical Area)",0.021899178365165195,-0.010780441850938849,0.015923746305517517,0.008759911641052609
"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",-0.0009478546703772794,0.018508463150251453,0.03470069629523942,0.025083599020002456
"Flagstaff, AZ (Metropolitan Statistical Area)",0.01145939222260517,0.006210249327713635,0.01630157912045438,0.008519225501302241
"Flint, MI (Metropolitan Statistical Area)",-0.00903992859573699,0.016299964298365666,-0.00393940603250531,-0.006184521515226193
"Florence, SC (Metropolitan Statistical Area)",-0.002531464560348584,0.02692771590105325,0.007167398008594006,-0.00048694783756586535
"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",0.013445165381997803,0.014788661043870333,0.004042552021826351,-0.00010868605867719872
"Fond du Lac, WI (Metropolitan Statistical Area)",0.010286718497255043,0.018900253043279136,0.004680858586019632,0.0020754436058465497
"Fort Collins, CO (Metropolitan Statistical Area)",0.0073000609266893335,0.018830936156639888,0.01797477520259516,0.02226287279989858
"Fort Smith, AR-OK (Metropolitan Statistical Area)",0.004880444291307073,-0.0014718627184927557,0.010791315600123141,0.0010408492037665695
"Fort Wayne, IN (Metropolitan Statistical Area)",0.0014345354758760198,0.026581460654931055,0.007758664722763653,0.007228331370616514
"Fresno, CA (Metropolitan Statistical Area)",0.013555199286492181,0.017576521861613736,0.017227138363948402,0.009291346355158492
"Gadsden, AL (Metropolitan Statistical Area)",0.006991459254558574,0.003233228786854836,0.0017841403479907925,-0.002694050518206703
"Gainesville, FL (Metropolitan Statistical Area)",0.006616005172233486,0.009117345869989801,0.014967367724961322,0.010713194460829856
"Gainesville, GA (Metropolitan Statistical Area)",-0.014224372473494062,0.018848512278185847,0.026412697541745356,0.016683505756092565
"Gettysburg, PA (Metropolitan Statistical Area)",0.011529160993120957,0.014494381259024136,0.011515904386287579,0.0018731232427224853
"Glens Falls, NY (Metropolitan Statistical Area)",0.027546612374107937,0.006504735116845239,0.004412455176650454,-0.00397924041430453
"Goldsboro, NC (Metropolitan Statistical Area)",-0.0005392218296994544,0.0014336644524293174,0.009513932840953032,0.0004040200282038331
"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.026371496794497018,0.01667129969896064,0.0025225401714454865,0.00522995499134038
"Grand Island, NE (Metropolitan Statistical Area)",0.029834750912817176,0.005028535832586556,0.00878038968806183,0.0055503302043220515
"Grand Junction, CO (Metropolitan Statistical Area)",0.00818706456696705,0.007940549055721169,0.025673181364731956,0.006551909834699332
"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",-0.0003926571828338776,0.01942984506552592,0.005833549684066464,0.010873652856373539
"Grants Pass, OR (Metropolitan Statistical Area)",0.012596553081329454,0.02299801608138674,0.010134807226467757,0.007611930190013938
"Great Falls, MT (Metropolitan Statistical Area)",0.021055179313023364,0.017127250713063535,0.002240179417843713,0.0002487157602237833
"Greeley, CO (Metropolitan Statistical Area) *",0.007415791244696823,0.06792889331640684,0.03545724245584814,0.0307858578992406
"Green Bay, WI (Metropolitan Statistical Area)",0.00836148728362196,0.014571495391058287,0.00889260404499792,0.006768717594068718
"Greensboro-High Point, NC (Metropolitan Statistical Area)",-0.0021354776559356914,-0.006941398393570664,0.013251098193885591,0.00816463282700619
"Greenville, NC (Metropolitan Statistical Area)",0.006074689451325055,0.002261751551037028,0.026845899514159832,0.009105554908834135
"Greenville-Anderson, SC (Metropolitan Statistical Area)",-0.011897013370028353,0.023060638592094174,0.014525305471940753,0.013458981332521214
"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",0.02688924671632309,-0.01702657001469854,0.0022739102236604136,0.009512734508378529
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",0.0026572563315607756,0.00925231186469766,0.02195848392269406,0.008265743122213287
"Hammond, LA (Metropolitan Statistical Area)",0.03347735478170932,-0.010715689131606032,0.02252004512382122,0.013867869159203128
"Hanford-Corcoran, CA (Metropolitan Statistical Area)",0.0055472041820525675,0.011939477961333322,0.017263568870778068,-0.000954289869031677
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",0.0076744539198698725,0.013709376197968304,0.009162880962593434,0.006258518311368366
"Harrisonburg, VA (Metropolitan Statistical Area) *",0.001584950973621213,-0.006780417343292822,0.016145786946444307,0.010892012010078611
"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",0.013860433475801459,0.003706597380788379,0.005871686581136126,-0.0009160924087896483
"Hattiesburg, MS (Metropolitan Statistical Area)",0.013659296458699455,0.0050956240133621655,0.015121728672164547,0.004676768891548555
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",-0.007518107570884225,0.0067995378017728925,0.00656460216540844,0.0010979023446091585
"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",-0.020117630775206008,-0.0019845118849141086,0.03145000439968726,0.021338560597651712
"Hinesville, GA (Metropolitan Statistical Area)",0.04470657439083947,-0.019332609543716295,0.00906406311439234,0.00575804052932094
"Homosassa Springs, FL (Metropolitan Statistical Area)",-0.010533815767358012,-0.011404918183915758,0.01925230592037641,0.006702433933970964
"Hot Springs, AR (Metropolitan Statistical Area)",0.003780852267099011,0.008768826517787653,0.009554206236455531,0.004525568705695537
"Houma-Thibodaux, LA (Metropolitan Statistical Area)",0.0007229302160904894,-0.02178359127905294,0.008016469043110375,0.0006094263196336769
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",0.004762345071540386,-0.0010653920115383242,0.02667907531891167,0.023497634190539074
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",0.013780405287975972,0.015946072816303225,0.0017889618808275554,-0.0046187989899239
"Huntsville, AL (Metropolitan Statistical Area)",0.02443952082804457,0.003722850940961253,0.0233947380549564,0.01417932982824155
"Idaho Falls, ID (Metropolitan Statistical Area)",0.002605170420008296,0.010663391807271161,0.029449501277804213,0.015388033093946651
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",0.007455112136976805,0.001795830144687871,0.014466224259111815,0.011382945628453767
"Iowa City, IA (Metropolitan Statistical Area)",0.01180969804674703,0.00672060729136148,0.016160728506542155,0.018013586586433483
"Ithaca, NY (Metropolitan Statistical Area)",0.021547206672266395,-0.0020686921124135615,0.005370818652269405,0.0014931369677055883
"Jackson, MI (Metropolitan Statistical Area)",-0.0005013202450093734,0.022430116364206,0.0002759082133150237,-0.0011656608917250955
"Jackson, MS (Metropolitan Statistical Area)",0.0053034793168622585,0.008819722598031765,0.008586276846712204,0.0022945356111963022
"Jackson, TN (Metropolitan Statistical Area)",0.010034005903214238,0.007916407537990278,0.006001329636242891,-0.001202741030178256
"Jacksonville, FL (Metropolitan Statistical Area)",-0.005219835691604446,0.010756026522154682,0.020351923626254598,0.01860732446547031
"Jacksonville, NC (Metropolitan Statistical Area)",0.03230683491042652,-0.01277162373380658,0.02695498546905628,0.008053669125124063
"Janesville-Beloit, WI (Metropolitan Statistical Area)",0.005368751503205926,0.024470547635422113,0.005678290944333142,0.0025273207299270073
"Jefferson City, MO (Metropolitan Statistical Area)",0.00728231014082481,0.0004095033299265083,0.007742218010308832,0.0014757112412333573
"Johnson City, TN (Metropolitan Statistical Area)",0.01212144970103135,0.014016762673983552,0.01110007784005318,0.00264288037098126
"Johnstown, PA (Metropolitan Statistical Area)",0.013692435153494609,0.005631087627420817,-0.006310514173589965,-0.012102196334050852
"Jonesboro, AR (Metropolitan Statistical Area)",0.018418902709305573,-0.004673066940437454,0.013673662451749502,0.012781511045329763
"Joplin, MO (Metropolitan Statistical Area)",-0.0011669720287115215,0.00706096029670622,0.013004942976539535,0.002473355791892562
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",0.023834311165850997,0.02073773917768862,0.019946981798461882,0.010875056903709046
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",-0.005184506987263471,0.013510268181254004,0.005448322599060917,0.007859102603299695
"Kankakee, IL (Metropolitan Statistical Area)",0.009339128227537463,0.011968082228617671,0.01030240213020317,-0.004332075365807597
"Kansas City, MO-KS (Metropolitan Statistical Area)",0.0038124101710446112,0.011927596521291495,0.011487697357637883,0.008997237568791006
"Kennewick-Richland, WA (Metropolitan Statistical Area)",0.010987109898086933,-0.008394929059278189,0.03344138077761816,0.02132500563218409
"Killeen-Temple, TX (Metropolitan Statistical Area)",0.023341026651724217,-0.009248945442966172,0.024497211456867785,0.014537272294444126
"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",0.009490761941212789,0.005461085796081511,0.004464629513005303,-0.0013286897919294605
"Kingston, NY (Metropolitan Statistical Area)",0.022790672503846476,0.006301424039188541,0.0027536604106794815,-0.0030109364693522433
"Knoxville, TN (Metropolitan Statistical Area)",0.009342255790523613,0.013722159247056442,0.013022670701174688,0.007561588125205354
"Kokomo, IN (Metropolitan Statistical Area)",0.029866740490592347,0.03753753165641571,-0.003206804604811042,-0.0006728742310929681
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.015420386808711939,0.015215816261698656,0.006020519426066295,0.0030718934679017096
"Lafayette, LA (Metropolitan Statistical Area)",0.003382460324466985,-0.013609477606788989,0.01149780221557184,0.006514066061674706
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",0.008690134723788656,0.00752132794631355,0.013493216161261756,0.01267023700201686
"Lake Charles, LA (Metropolitan Statistical Area)",-0.021475202118239167,0.027353896795417665,0.004316353601790279,0.007090172035709497
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",-0.0026836346068499495,0.006804022677542543,0.028237479340409655,0.006459522856469224
